date,period,division,pl_group,amount,start,var,lo80,hi80,lo95,hi95
2016-09-01,train,San Diego,Revenue,1807130,2014,historical,NA,NA,NA,NA
2016-09-01,train,San Diego,Sales & Marketing,-172640,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Diego,Cost of goods sold,-1145820,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Diego,General & Admin,-202150,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Diego,Revenue,1582880,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Diego,Sales & Marketing,-154440,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Diego,Cost of goods sold,-1141140,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Diego,General & Admin,-195e3,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Diego,Revenue,1562990,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Diego,Sales & Marketing,-140530,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Diego,Cost of goods sold,-1250730,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Diego,General & Admin,-259740,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Diego,Revenue,1894620,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Diego,Sales & Marketing,-121420,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Diego,Cost of goods sold,-1023490,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Diego,General & Admin,-214370,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Diego,Revenue,1328210,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Diego,Sales & Marketing,-111800,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Diego,Cost of goods sold,-1031420,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Diego,General & Admin,-204360,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Diego,Revenue,1290900,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Diego,Sales & Marketing,-122460,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Diego,Cost of goods sold,-1093430,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Diego,General & Admin,-236990,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Diego,Revenue,1367340,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Diego,Sales & Marketing,-148200,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Diego,Cost of goods sold,-1103050,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Diego,General & Admin,-216970,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Diego,Revenue,1334060,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Diego,Sales & Marketing,-120250,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Diego,Cost of goods sold,-1290250,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Diego,General & Admin,-216320,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Diego,Revenue,1605760,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Diego,Sales & Marketing,-161980,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Diego,Cost of goods sold,-1888770,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Diego,General & Admin,-248690,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Diego,Revenue,2546700,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Diego,Sales & Marketing,-220870,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Diego,Cost of goods sold,-1733030,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Diego,General & Admin,-240500,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Diego,Revenue,2408120,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Diego,Sales & Marketing,-177450,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Diego,Cost of goods sold,-2026440,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Diego,General & Admin,-241540,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Diego,Revenue,2485470,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Diego,Sales & Marketing,-243360,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Diego,Cost of goods sold,-1293240,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Diego,General & Admin,-233740,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Diego,Revenue,1737320,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Diego,Sales & Marketing,-172120,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Diego,Cost of goods sold,-1328730,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Diego,General & Admin,-227110,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Diego,Revenue,1774370,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Diego,Sales & Marketing,-184470,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Diego,Cost of goods sold,-1113320,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Diego,General & Admin,-226070,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Diego,Revenue,1483040,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Diego,Sales & Marketing,-194220,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Diego,Cost of goods sold,-1004900,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Diego,General & Admin,-242710,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Diego,Revenue,1758640,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Diego,Sales & Marketing,-372710,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Diego,Cost of goods sold,-863200,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Diego,General & Admin,-233090,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Diego,Revenue,1127880,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Diego,Sales & Marketing,-191360,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Francisco,Cost of goods sold,-1150110,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Francisco,General & Admin,-235430,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Francisco,Revenue,1343420,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Francisco,Sales & Marketing,-139490,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Francisco,Cost of goods sold,-1031030,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Francisco,General & Admin,-231920,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Francisco,Revenue,1219790,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Francisco,Sales & Marketing,-159380,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Francisco,Cost of goods sold,-1362920,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Francisco,General & Admin,-301080,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Francisco,Revenue,1600300,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Francisco,Sales & Marketing,-174850,2014,historical,NA,NA,NA,NA
2014-04-01,train,San Francisco,Cost of goods sold,-1267240,2014,historical,NA,NA,NA,NA
2014-04-01,train,San Francisco,General & Admin,-271180,2014,historical,NA,NA,NA,NA
2014-04-01,train,San Francisco,Revenue,1500330,2014,historical,NA,NA,NA,NA
2014-04-01,train,San Francisco,Sales & Marketing,-180310,2014,historical,NA,NA,NA,NA
2014-05-01,train,San Francisco,Cost of goods sold,-1321710,2014,historical,NA,NA,NA,NA
2014-05-01,train,San Francisco,General & Admin,-260130,2014,historical,NA,NA,NA,NA
2014-05-01,train,San Francisco,Revenue,1584570,2014,historical,NA,NA,NA,NA
2014-05-01,train,San Francisco,Sales & Marketing,-159770,2014,historical,NA,NA,NA,NA
2014-06-01,train,San Francisco,Cost of goods sold,-1488890,2014,historical,NA,NA,NA,NA
2014-06-01,train,San Francisco,General & Admin,-235690,2014,historical,NA,NA,NA,NA
2014-06-01,train,San Francisco,Revenue,1916720,2014,historical,NA,NA,NA,NA
2014-06-01,train,San Francisco,Sales & Marketing,-173680,2014,historical,NA,NA,NA,NA
2014-07-01,train,San Francisco,Cost of goods sold,-1736800,2014,historical,NA,NA,NA,NA
2014-07-01,train,San Francisco,General & Admin,-293410,2014,historical,NA,NA,NA,NA
2014-07-01,train,San Francisco,Revenue,2369770,2014,historical,NA,NA,NA,NA
2014-07-01,train,San Francisco,Sales & Marketing,-187070,2014,historical,NA,NA,NA,NA
2014-08-01,train,San Francisco,Cost of goods sold,-1429090,2014,historical,NA,NA,NA,NA
2014-08-01,train,San Francisco,General & Admin,-280930,2014,historical,NA,NA,NA,NA
2014-08-01,train,San Francisco,Revenue,2066870,2014,historical,NA,NA,NA,NA
2014-08-01,train,San Francisco,Sales & Marketing,-178620,2014,historical,NA,NA,NA,NA
2014-09-01,train,San Francisco,Cost of goods sold,-1338610,2014,historical,NA,NA,NA,NA
2014-09-01,train,San Francisco,General & Admin,-271440,2014,historical,NA,NA,NA,NA
2014-09-01,train,San Francisco,Revenue,1785030,2014,historical,NA,NA,NA,NA
2014-09-01,train,San Francisco,Sales & Marketing,-197210,2014,historical,NA,NA,NA,NA
2014-10-01,train,San Francisco,Cost of goods sold,-1457820,2014,historical,NA,NA,NA,NA
2014-10-01,train,San Francisco,General & Admin,-273130,2014,historical,NA,NA,NA,NA
2014-10-01,train,San Francisco,Revenue,1799850,2014,historical,NA,NA,NA,NA
2014-10-01,train,San Francisco,Sales & Marketing,-158340,2014,historical,NA,NA,NA,NA
2014-11-01,train,San Francisco,Cost of goods sold,-1108510,2014,historical,NA,NA,NA,NA
2014-11-01,train,San Francisco,General & Admin,-244530,2014,historical,NA,NA,NA,NA
2014-11-01,train,San Francisco,Revenue,1438450,2014,historical,NA,NA,NA,NA
2014-11-01,train,San Francisco,Sales & Marketing,-155350,2014,historical,NA,NA,NA,NA
2014-12-01,train,San Francisco,Cost of goods sold,-1252160,2014,historical,NA,NA,NA,NA
2014-12-01,train,San Francisco,General & Admin,-208e3,2014,historical,NA,NA,NA,NA
2014-12-01,train,San Francisco,Revenue,1859520,2014,historical,NA,NA,NA,NA
2014-12-01,train,San Francisco,Sales & Marketing,-189800,2014,historical,NA,NA,NA,NA
2015-01-01,train,San Francisco,Cost of goods sold,-1008020,2014,historical,NA,NA,NA,NA
2015-01-01,train,San Francisco,General & Admin,-219830,2014,historical,NA,NA,NA,NA
2015-01-01,train,San Francisco,Revenue,1131910,2014,historical,NA,NA,NA,NA
2015-01-01,train,San Francisco,Sales & Marketing,-148980,2014,historical,NA,NA,NA,NA
2015-02-01,train,San Francisco,Cost of goods sold,-1103700,2014,historical,NA,NA,NA,NA
2015-02-01,train,San Francisco,General & Admin,-232180,2014,historical,NA,NA,NA,NA
2015-02-01,train,San Francisco,Revenue,1323140,2014,historical,NA,NA,NA,NA
2015-02-01,train,San Francisco,Sales & Marketing,-139750,2014,historical,NA,NA,NA,NA
2015-03-01,train,San Francisco,Cost of goods sold,-1063270,2014,historical,NA,NA,NA,NA
2015-03-01,train,San Francisco,General & Admin,-222690,2014,historical,NA,NA,NA,NA
2015-03-01,train,San Francisco,Revenue,1177930,2014,historical,NA,NA,NA,NA
2015-03-01,train,San Francisco,Sales & Marketing,-151320,2014,historical,NA,NA,NA,NA
2015-04-01,train,San Francisco,Cost of goods sold,-1104220,2014,historical,NA,NA,NA,NA
2015-04-01,train,San Francisco,General & Admin,-244140,2014,historical,NA,NA,NA,NA
2015-04-01,train,San Francisco,Revenue,1285440,2014,historical,NA,NA,NA,NA
2015-04-01,train,San Francisco,Sales & Marketing,-128180,2014,historical,NA,NA,NA,NA
2015-05-01,train,San Francisco,Cost of goods sold,-1356680,2014,historical,NA,NA,NA,NA
2015-05-01,train,San Francisco,General & Admin,-264420,2014,historical,NA,NA,NA,NA
2015-05-01,train,San Francisco,Revenue,1726010,2014,historical,NA,NA,NA,NA
2015-05-01,train,San Francisco,Sales & Marketing,-179400,2014,historical,NA,NA,NA,NA
2015-06-01,train,San Francisco,Cost of goods sold,-1638260,2014,historical,NA,NA,NA,NA
2015-06-01,train,San Francisco,General & Admin,-233740,2014,historical,NA,NA,NA,NA
2015-06-01,train,San Francisco,Revenue,2025140,2014,historical,NA,NA,NA,NA
2015-06-01,train,San Francisco,Sales & Marketing,-180180,2014,historical,NA,NA,NA,NA
2015-07-01,train,San Francisco,Cost of goods sold,-1701050,2014,historical,NA,NA,NA,NA
2015-07-01,train,San Francisco,General & Admin,-309920,2014,historical,NA,NA,NA,NA
2015-07-01,train,San Francisco,Revenue,2435420,2014,historical,NA,NA,NA,NA
2015-07-01,train,San Francisco,Sales & Marketing,-207740,2014,historical,NA,NA,NA,NA
2015-08-01,train,San Francisco,Cost of goods sold,-1740830,2014,historical,NA,NA,NA,NA
2015-08-01,train,San Francisco,General & Admin,-278590,2014,historical,NA,NA,NA,NA
2015-08-01,train,San Francisco,Revenue,2387060,2014,historical,NA,NA,NA,NA
2015-08-01,train,San Francisco,Sales & Marketing,-214240,2014,historical,NA,NA,NA,NA
2015-09-01,train,San Francisco,Cost of goods sold,-1509690,2014,historical,NA,NA,NA,NA
2015-09-01,train,San Francisco,General & Admin,-304590,2014,historical,NA,NA,NA,NA
2015-09-01,train,San Francisco,Revenue,1855230,2014,historical,NA,NA,NA,NA
2015-09-01,train,San Francisco,Sales & Marketing,-188240,2014,historical,NA,NA,NA,NA
2015-10-01,train,San Francisco,Cost of goods sold,-1402180,2014,historical,NA,NA,NA,NA
2015-10-01,train,San Francisco,General & Admin,-264810,2014,historical,NA,NA,NA,NA
2015-10-01,train,San Francisco,Revenue,1834040,2014,historical,NA,NA,NA,NA
2015-10-01,train,San Francisco,Sales & Marketing,-178750,2014,historical,NA,NA,NA,NA
2015-11-01,train,San Francisco,Cost of goods sold,-1158560,2014,historical,NA,NA,NA,NA
2015-11-01,train,San Francisco,General & Admin,-246870,2014,historical,NA,NA,NA,NA
2015-11-01,train,San Francisco,Revenue,1636830,2014,historical,NA,NA,NA,NA
2015-11-01,train,San Francisco,Sales & Marketing,-178620,2014,historical,NA,NA,NA,NA
2015-12-01,train,San Francisco,Cost of goods sold,-1112670,2014,historical,NA,NA,NA,NA
2015-12-01,train,San Francisco,General & Admin,-248040,2014,historical,NA,NA,NA,NA
2015-12-01,train,San Francisco,Revenue,2023580,2014,historical,NA,NA,NA,NA
2015-12-01,train,San Francisco,Sales & Marketing,-168480,2014,historical,NA,NA,NA,NA
2016-01-01,train,San Francisco,Cost of goods sold,-1056120,2014,historical,NA,NA,NA,NA
2016-01-01,train,San Francisco,General & Admin,-209040,2014,historical,NA,NA,NA,NA
2016-01-01,train,San Francisco,Revenue,1278160,2014,historical,NA,NA,NA,NA
2016-01-01,train,San Francisco,Sales & Marketing,-162240,2014,historical,NA,NA,NA,NA
2016-02-01,train,San Francisco,Cost of goods sold,-1051310,2014,historical,NA,NA,NA,NA
2016-02-01,train,San Francisco,General & Admin,-211900,2014,historical,NA,NA,NA,NA
2016-02-01,train,San Francisco,Revenue,1294800,2014,historical,NA,NA,NA,NA
2016-02-01,train,San Francisco,Sales & Marketing,-152490,2014,historical,NA,NA,NA,NA
2016-03-01,train,San Francisco,Cost of goods sold,-1126840,2014,historical,NA,NA,NA,NA
2016-03-01,train,San Francisco,General & Admin,-233090,2014,historical,NA,NA,NA,NA
2016-03-01,train,San Francisco,Revenue,1509950,2014,historical,NA,NA,NA,NA
2016-03-01,train,San Francisco,Sales & Marketing,-180310,2014,historical,NA,NA,NA,NA
2016-04-01,train,San Francisco,Cost of goods sold,-1201850,2014,historical,NA,NA,NA,NA
2016-04-01,train,San Francisco,General & Admin,-258180,2014,historical,NA,NA,NA,NA
2016-04-01,train,San Francisco,Revenue,1644110,2014,historical,NA,NA,NA,NA
2016-04-01,train,San Francisco,Sales & Marketing,-182390,2014,historical,NA,NA,NA,NA
2016-05-01,train,San Francisco,Cost of goods sold,-1248520,2014,historical,NA,NA,NA,NA
2016-05-01,train,San Francisco,General & Admin,-250380,2014,historical,NA,NA,NA,NA
2016-05-01,train,San Francisco,Revenue,1538550,2014,historical,NA,NA,NA,NA
2016-05-01,train,San Francisco,Sales & Marketing,-178230,2014,historical,NA,NA,NA,NA
2016-06-01,train,San Francisco,Cost of goods sold,-1744340,2014,historical,NA,NA,NA,NA
2016-06-01,train,San Francisco,General & Admin,-275340,2014,historical,NA,NA,NA,NA
2016-06-01,train,San Francisco,Revenue,2388100,2014,historical,NA,NA,NA,NA
2016-06-01,train,San Francisco,Sales & Marketing,-209950,2014,historical,NA,NA,NA,NA
2016-07-01,train,San Francisco,Cost of goods sold,-1545180,2014,historical,NA,NA,NA,NA
2016-07-01,train,San Francisco,General & Admin,-182780,2014,historical,NA,NA,NA,NA
2016-07-01,train,San Francisco,Revenue,1987570,2014,historical,NA,NA,NA,NA
2016-07-01,train,San Francisco,Sales & Marketing,-150930,2014,historical,NA,NA,NA,NA
2016-08-01,train,San Francisco,Cost of goods sold,-1611090,2014,historical,NA,NA,NA,NA
2016-08-01,train,San Francisco,General & Admin,-294840,2014,historical,NA,NA,NA,NA
2016-08-01,train,San Francisco,Revenue,2369770,2014,historical,NA,NA,NA,NA
2016-08-01,train,San Francisco,Sales & Marketing,-179530,2014,historical,NA,NA,NA,NA
2016-09-01,train,San Francisco,Cost of goods sold,-1238380,2014,historical,NA,NA,NA,NA
2016-09-01,train,San Francisco,General & Admin,-198510,2014,historical,NA,NA,NA,NA
2016-09-01,train,San Francisco,Revenue,1768910,2014,historical,NA,NA,NA,NA
2016-09-01,train,San Francisco,Sales & Marketing,-164970,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Francisco,Cost of goods sold,-1207570,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Francisco,General & Admin,-230750,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Francisco,Revenue,1672320,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Francisco,Sales & Marketing,-179270,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Francisco,Cost of goods sold,-1240330,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Francisco,General & Admin,-249340,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Francisco,Revenue,1754740,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Francisco,Sales & Marketing,-182e3,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Francisco,Cost of goods sold,-1134770,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Francisco,General & Admin,-258700,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Francisco,Revenue,2125500,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Francisco,Sales & Marketing,-166660,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Francisco,Cost of goods sold,-1064700,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Francisco,General & Admin,-267800,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Francisco,Revenue,1379690,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Francisco,Sales & Marketing,-134160,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Francisco,Cost of goods sold,-1152840,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Francisco,General & Admin,-231530,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Francisco,Revenue,1493050,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Francisco,Sales & Marketing,-128960,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Francisco,Cost of goods sold,-1317420,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Francisco,General & Admin,-272740,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Francisco,Revenue,1871350,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Francisco,Sales & Marketing,-171470,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Francisco,Cost of goods sold,-1304160,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Francisco,General & Admin,-271830,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Francisco,Revenue,1782430,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Francisco,Sales & Marketing,-153010,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Francisco,Cost of goods sold,-1461460,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Francisco,General & Admin,-292110,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Francisco,Revenue,1938430,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Francisco,Sales & Marketing,-216450,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Francisco,Cost of goods sold,-1948960,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Francisco,General & Admin,-338520,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Francisco,Revenue,2628860,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Francisco,Sales & Marketing,-176930,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Francisco,Cost of goods sold,-1746680,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Francisco,General & Admin,-311610,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Francisco,Revenue,2331550,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Francisco,Sales & Marketing,-162500,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Francisco,Cost of goods sold,-1724190,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Francisco,General & Admin,-279500,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Francisco,Revenue,2319330,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Francisco,Sales & Marketing,-164060,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Francisco,Cost of goods sold,-1228630,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Francisco,General & Admin,-278070,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Francisco,Revenue,1685710,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Francisco,Sales & Marketing,-128440,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Francisco,Cost of goods sold,-1379950,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Francisco,General & Admin,-268190,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Francisco,Revenue,1858090,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Francisco,Sales & Marketing,-147030,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Francisco,Cost of goods sold,-1242280,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Francisco,General & Admin,-296660,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Francisco,Revenue,1703780,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Francisco,Sales & Marketing,-127270,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Francisco,Cost of goods sold,-1115790,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Francisco,General & Admin,-302120,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Francisco,Revenue,1848860,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Francisco,Sales & Marketing,-221260,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Francisco,Cost of goods sold,-1154790,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Francisco,General & Admin,-291590,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Francisco,Revenue,1530100,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Francisco,Sales & Marketing,-152620,2014,historical,NA,NA,NA,NA
2014-01-01,train,Tigard,Cost of goods sold,-769080,2014,historical,NA,NA,NA,NA
2014-01-01,train,Tigard,General & Admin,-226460,2014,historical,NA,NA,NA,NA
2014-01-01,train,Tigard,Revenue,948740,2014,historical,NA,NA,NA,NA
2014-01-01,train,Tigard,Sales & Marketing,-146900,2014,historical,NA,NA,NA,NA
2014-02-01,train,Tigard,Cost of goods sold,-730210,2014,historical,NA,NA,NA,NA
2014-02-01,train,Tigard,General & Admin,-197340,2014,historical,NA,NA,NA,NA
2014-02-01,train,Tigard,Revenue,907660,2014,historical,NA,NA,NA,NA
2014-02-01,train,Tigard,Sales & Marketing,-121550,2014,historical,NA,NA,NA,NA
2014-03-01,train,Tigard,Cost of goods sold,-859950,2014,historical,NA,NA,NA,NA
2014-03-01,train,Tigard,General & Admin,-223080,2014,historical,NA,NA,NA,NA
2014-03-01,train,Tigard,Revenue,1146340,2014,historical,NA,NA,NA,NA
2014-03-01,train,Tigard,Sales & Marketing,-183040,2014,historical,NA,NA,NA,NA
2014-04-01,train,Tigard,Cost of goods sold,-885950,2014,historical,NA,NA,NA,NA
2014-04-01,train,Tigard,General & Admin,-232440,2014,historical,NA,NA,NA,NA
2014-04-01,train,Tigard,Revenue,1159340,2014,historical,NA,NA,NA,NA
2014-04-01,train,Tigard,Sales & Marketing,-168870,2014,historical,NA,NA,NA,NA
2014-05-01,train,Tigard,Cost of goods sold,-1046370,2014,historical,NA,NA,NA,NA
2014-05-01,train,Tigard,General & Admin,-240890,2014,historical,NA,NA,NA,NA
2014-05-01,train,Tigard,Revenue,1201460,2014,historical,NA,NA,NA,NA
2014-05-01,train,Tigard,Sales & Marketing,-156780,2014,historical,NA,NA,NA,NA
2014-06-01,train,Tigard,Cost of goods sold,-1282710,2014,historical,NA,NA,NA,NA
2014-06-01,train,Tigard,General & Admin,-260780,2014,historical,NA,NA,NA,NA
2014-06-01,train,Tigard,Revenue,1735500,2014,historical,NA,NA,NA,NA
2014-06-01,train,Tigard,Sales & Marketing,-251160,2014,historical,NA,NA,NA,NA
2014-07-01,train,Tigard,Cost of goods sold,-1364740,2014,historical,NA,NA,NA,NA
2014-07-01,train,Tigard,General & Admin,-291980,2014,historical,NA,NA,NA,NA
2014-07-01,train,Tigard,Revenue,1955070,2014,historical,NA,NA,NA,NA
2014-07-01,train,Tigard,Sales & Marketing,-219960,2014,historical,NA,NA,NA,NA
2014-08-01,train,Tigard,Cost of goods sold,-1218620,2014,historical,NA,NA,NA,NA
2014-08-01,train,Tigard,General & Admin,-253110,2014,historical,NA,NA,NA,NA
2014-08-01,train,Tigard,Revenue,1782300,2014,historical,NA,NA,NA,NA
2014-08-01,train,Tigard,Sales & Marketing,-168090,2014,historical,NA,NA,NA,NA
2014-09-01,train,Tigard,Cost of goods sold,-1058460,2014,historical,NA,NA,NA,NA
2014-09-01,train,Tigard,General & Admin,-280930,2014,historical,NA,NA,NA,NA
2014-09-01,train,Tigard,Revenue,1503580,2014,historical,NA,NA,NA,NA
2014-09-01,train,Tigard,Sales & Marketing,-157040,2014,historical,NA,NA,NA,NA
2014-10-01,train,Tigard,Cost of goods sold,-889850,2014,historical,NA,NA,NA,NA
2014-10-01,train,Tigard,General & Admin,-212160,2014,historical,NA,NA,NA,NA
2014-10-01,train,Tigard,Revenue,1216020,2014,historical,NA,NA,NA,NA
2014-10-01,train,Tigard,Sales & Marketing,-160420,2014,historical,NA,NA,NA,NA
2014-11-01,train,Tigard,Cost of goods sold,-710840,2014,historical,NA,NA,NA,NA
2014-11-01,train,Tigard,General & Admin,-184340,2014,historical,NA,NA,NA,NA
2014-11-01,train,Tigard,Revenue,854100,2014,historical,NA,NA,NA,NA
2014-11-01,train,Tigard,Sales & Marketing,-131300,2014,historical,NA,NA,NA,NA
2014-12-01,train,Tigard,Cost of goods sold,-666510,2014,historical,NA,NA,NA,NA
2014-12-01,train,Tigard,General & Admin,-188500,2014,historical,NA,NA,NA,NA
2014-12-01,train,Tigard,Revenue,1352520,2014,historical,NA,NA,NA,NA
2014-12-01,train,Tigard,Sales & Marketing,-218010,2014,historical,NA,NA,NA,NA
2015-01-01,train,Tigard,Cost of goods sold,-644020,2014,historical,NA,NA,NA,NA
2015-01-01,train,Tigard,General & Admin,-189930,2014,historical,NA,NA,NA,NA
2015-01-01,train,Tigard,Revenue,730210,2014,historical,NA,NA,NA,NA
2015-01-01,train,Tigard,Sales & Marketing,-159770,2014,historical,NA,NA,NA,NA
2015-02-01,train,Tigard,Cost of goods sold,-753740,2014,historical,NA,NA,NA,NA
2015-02-01,train,Tigard,General & Admin,-214370,2014,historical,NA,NA,NA,NA
